ID,Gender,Vowel,Condition,Rating
14,female,i,anchor,53
14,female,i,harmonic,68
14,female,i,estimated,48
14,male,a,harmonic,89
14,male,a,anchor,67
14,male,a,synthesized,86
14,male,a,reference,79
14,male,a,estimated,53
14,female,i,anchor,81
14,female,i,harmonic,77
14,female,i,reference,87
14,female,i,synthesized,81
14,female,i,estimated,76
14,male,o,anchor,47
14,male,o,reference,66
14,male,o,harmonic,54
14,male,o,synthesized,27
14,male,o,estimated,48
14,female,o,harmonic,77
14,female,o,anchor,47
14,female,o,estimated,22
14,female,o,synthesized,15
14,female,o,reference,59
14,female,o,synthesized,87
14,female,o,estimated,80
14,female,o,harmonic,63
14,female,o,reference,91
14,female,o,anchor,47
14,female,o,estimated,64
14,female,o,harmonic,74
14,female,o,synthesized,84
14,female,o,reference,74
14,female,o,anchor,42
14,female,i,anchor,73
14,female,i,harmonic,87
14,female,i,reference,91
14,female,i,estimated,92
14,female,i,synthesized,83
14,male,o,synthesized,69
14,male,o,reference,81
14,male,o,estimated,75
14,male,o,harmonic,82
14,male,o,anchor,51
15,male,i,anchor,20
15,male,i,harmonic,88
15,male,i,estimated,52
15,male,i,reference,100
15,male,i,synthesized,35
15,female,o,harmonic,67
15,female,o,reference,95
15,female,o,anchor,41
15,female,o,synthesized,26
15,female,o,estimated,26
15,female,o,synthesized,44
15,female,o,reference,75
15,female,o,estimated,69
15,female,o,harmonic,60
15,female,o,anchor,48
15,female,i,estimated,37
15,female,i,synthesized,45
15,female,i,anchor,40
15,female,i,reference,90
15,female,i,harmonic,66
15,male,i,anchor,25
15,male,i,reference,52
15,male,i,harmonic,39
15,male,i,estimated,17
15,male,i,synthesized,17
15,male,o,harmonic,70
15,male,o,estimated,60
15,male,o,anchor,34
15,male,o,reference,87
15,male,o,synthesized,54
15,male,a,reference,91
15,male,a,harmonic,74
15,male,a,estimated,10
15,male,a,synthesized,10
15,male,a,anchor,47
15,female,i,harmonic,61
15,female,i,reference,75
15,female,i,estimated,35
15,female,i,anchor,50
15,female,i,synthesized,35
15,male,a,reference,100
15,male,a,harmonic,43
15,male,a,synthesized,15
15,male,a,anchor,32
15,male,a,estimated,61
15,female,i,anchor,45
15,female,i,reference,81
15,female,i,synthesized,71
15,female,i,estimated,64
15,female,i,harmonic,64
15,female,o,synthesized,41
15,female,o,harmonic,41
15,female,o,reference,86
15,female,o,estimated,16
15,female,o,anchor,51
15,female,i,estimated,62
15,female,i,synthesized,50
15,female,i,reference,70
15,female,i,anchor,30
15,female,i,harmonic,70
15,male,i,harmonic,62
15,male,i,anchor,30
15,male,i,estimated,50
15,male,i,reference,75
15,male,i,synthesized,40
15,female,a,harmonic,87
15,female,a,estimated,75
15,female,a,synthesized,68
15,female,a,anchor,45
15,female,a,reference,96
15,female,i,anchor,30
15,female,i,estimated,46
15,female,i,harmonic,63
15,female,i,synthesized,50
15,female,i,reference,100
15,male,o,estimated,42
15,male,o,harmonic,48
15,male,o,anchor,42
15,male,o,reference,100
15,male,o,synthesized,32
15,male,o,synthesized,22
15,male,o,reference,75
15,male,o,estimated,46
15,male,o,anchor,25
15,male,o,harmonic,56
15,female,o,reference,80
15,female,o,synthesized,48
15,female,o,anchor,40
15,female,o,harmonic,80
15,female,o,estimated,58
15,male,a,anchor,32
15,male,a,estimated,43
15,male,a,synthesized,49
15,male,a,reference,100
15,male,a,harmonic,72
15,female,a,harmonic,82
15,female,a,synthesized,41
15,female,a,estimated,62
15,female,a,anchor,46
15,female,a,reference,100
15,female,o,anchor,42
15,female,o,reference,90
15,female,o,estimated,38
15,female,o,synthesized,40
15,female,o,harmonic,40
15,female,a,estimated,50
15,female,a,synthesized,53
15,female,a,anchor,47
15,female,a,reference,100
15,female,a,harmonic,62
15,male,a,synthesized,49
15,male,a,harmonic,65
15,male,a,reference,100
15,male,a,anchor,60
15,male,a,estimated,60
15,male,i,reference,100
15,male,i,anchor,50
15,male,i,synthesized,23
15,male,i,harmonic,72
15,male,i,estimated,23
15,male,o,estimated,15
15,male,o,anchor,35
15,male,o,reference,100
15,male,o,synthesized,15
15,male,o,harmonic,40
15,female,a,harmonic,60
15,female,a,estimated,48
15,female,a,synthesized,48
15,female,a,anchor,40
15,female,a,reference,100
15,male,o,reference,100
15,male,o,anchor,40
15,male,o,estimated,0
15,male,o,harmonic,54
15,male,o,synthesized,0
15,male,a,harmonic,72
15,male,a,anchor,49
15,male,a,reference,100
15,male,a,estimated,50
15,male,a,synthesized,50
15,male,i,reference,100
15,male,i,harmonic,30
15,male,i,estimated,30
15,male,i,anchor,30
15,male,i,synthesized,30
15,female,a,anchor,40
15,female,a,synthesized,19
15,female,a,reference,100
15,female,a,harmonic,60
15,female,a,estimated,19
16,female,i,synthesized,60
16,female,i,harmonic,70
16,female,i,reference,81
16,female,i,anchor,41
16,female,i,estimated,60
16,female,a,reference,81
16,female,a,anchor,40
16,female,a,synthesized,21
16,female,a,harmonic,61
16,female,a,estimated,30
16,male,o,harmonic,99
16,male,o,anchor,47
16,male,o,synthesized,28
16,male,o,reference,81
16,male,o,estimated,52
16,male,a,estimated,53
16,male,a,reference,100
16,male,a,synthesized,63
16,male,a,harmonic,87
16,male,a,anchor,36
16,female,a,reference,72
16,female,a,anchor,33
16,female,a,estimated,62
16,female,a,synthesized,45
16,female,a,harmonic,100
16,male,o,anchor,52
16,male,o,synthesized,44
16,male,o,reference,100
16,male,o,estimated,43
16,male,o,harmonic,64
16,female,a,synthesized,70
16,female,a,estimated,60
16,female,a,reference,100
16,female,a,anchor,50
16,female,a,harmonic,73
16,female,i,anchor,60
16,female,i,harmonic,78
16,female,i,synthesized,57
16,female,i,estimated,45
16,female,i,reference,100
16,female,o,synthesized,55
16,female,o,reference,83
16,female,o,estimated,69
16,female,o,harmonic,66
16,female,o,anchor,53
16,female,i,synthesized,76
16,female,i,reference,100
16,female,i,anchor,62
16,female,i,estimated,75
16,female,i,harmonic,100
16,female,o,synthesized,63
16,female,o,estimated,55
16,female,o,reference,100
16,female,o,harmonic,69
16,female,o,anchor,44
16,male,a,harmonic,83
16,male,a,estimated,54
16,male,a,reference,100
16,male,a,anchor,59
16,male,a,synthesized,35
16,female,o,anchor,38
16,female,o,harmonic,55
16,female,o,reference,100
16,female,o,synthesized,33
16,female,o,estimated,42
16,male,o,estimated,65
16,male,o,synthesized,45
16,male,o,anchor,70
16,male,o,reference,84
16,male,o,harmonic,85
16,male,i,synthesized,44
16,male,i,harmonic,79
16,male,i,anchor,41
16,male,i,reference,100
16,male,i,estimated,37
16,male,i,anchor,57
16,male,i,estimated,43
16,male,i,synthesized,39
16,male,i,reference,100
16,male,i,harmonic,67
16,male,i,reference,100
16,male,i,synthesized,44
16,male,i,anchor,49
16,male,i,harmonic,65
16,male,i,estimated,45
16,male,o,reference,94
16,male,o,anchor,61
16,male,o,estimated,37
16,male,o,synthesized,27
16,male,o,harmonic,73
16,male,i,reference,100
16,male,i,harmonic,75
16,male,i,anchor,53
16,male,i,estimated,82
16,male,i,synthesized,44
16,female,o,anchor,57
16,female,o,synthesized,37
16,female,o,harmonic,35
16,female,o,reference,97
16,female,o,estimated,40
16,male,i,anchor,56
16,male,i,synthesized,27
16,male,i,estimated,23
16,male,i,harmonic,47
16,male,i,reference,73
16,male,a,estimated,31
16,male,a,synthesized,31
16,male,a,reference,100
16,male,a,anchor,51
16,male,a,harmonic,69
16,female,i,reference,100
16,female,i,harmonic,50
16,female,i,anchor,47
16,female,i,synthesized,36
16,female,i,estimated,35
16,female,i,harmonic,69
16,female,i,anchor,42
16,female,i,synthesized,41
16,female,i,estimated,70
16,female,i,reference,100
16,female,a,reference,100
16,female,a,estimated,33
16,female,a,harmonic,37
16,female,a,synthesized,33
16,female,a,anchor,47
16,male,a,harmonic,90
16,male,a,synthesized,60
16,male,a,reference,100
16,male,a,anchor,60
16,male,a,estimated,59
16,female,o,synthesized,64
16,female,o,reference,100
16,female,o,estimated,43
16,female,o,anchor,50
16,female,o,harmonic,65
16,male,o,anchor,44
16,male,o,estimated,22
16,male,o,synthesized,22
16,male,o,reference,96
16,male,o,harmonic,67
16,male,a,harmonic,76
16,male,a,anchor,48
16,male,a,estimated,70
16,male,a,synthesized,35
16,male,a,reference,89
16,female,a,reference,100
16,female,a,estimated,55
16,female,a,synthesized,29
16,female,a,harmonic,72
16,female,a,anchor,51
17,male,a,anchor,41
17,male,a,estimated,54
17,male,a,synthesized,68
17,male,a,harmonic,82
17,male,a,reference,94
17,male,a,anchor,46
17,male,a,estimated,74
17,male,a,reference,100
17,male,a,synthesized,73
17,male,a,harmonic,95
17,female,o,synthesized,30
17,female,o,anchor,47
17,female,o,harmonic,72
17,female,o,reference,92
17,female,o,estimated,93
17,male,i,synthesized,37
17,male,i,reference,92
17,male,i,anchor,48
17,male,i,harmonic,86
17,male,i,estimated,56
17,male,a,harmonic,91
17,male,a,synthesized,51
17,male,a,reference,75
17,male,a,estimated,46
17,male,a,anchor,30
17,female,a,anchor,36
17,female,a,reference,76
17,female,a,harmonic,87
17,female,a,estimated,94
17,female,a,synthesized,68
17,female,i,synthesized,50
17,female,i,estimated,64
17,female,i,anchor,39
17,female,i,harmonic,80
17,female,i,reference,100
17,male,i,harmonic,66
17,male,i,reference,88
17,male,i,anchor,38
17,male,i,estimated,55
17,male,i,synthesized,72
17,female,o,harmonic,89
17,female,o,estimated,92
17,female,o,synthesized,74
17,female,o,anchor,48
17,female,o,reference,100
17,female,o,anchor,48
17,female,o,harmonic,82
17,female,o,reference,100
17,female,o,synthesized,71
17,female,o,estimated,63
17,female,a,estimated,56
17,female,a,anchor,57
17,female,a,harmonic,64
17,female,a,reference,92
17,female,a,synthesized,62
17,female,i,estimated,60
17,female,i,harmonic,89
17,female,i,reference,94
17,female,i,anchor,54
17,female,i,synthesized,50
17,male,i,reference,100
17,male,i,estimated,47
17,male,i,anchor,48
17,male,i,harmonic,100
17,male,i,synthesized,50
17,male,o,harmonic,89
17,male,o,estimated,49
17,male,o,anchor,36
17,male,o,reference,100
17,male,o,synthesized,52
17,female,i,anchor,47
17,female,i,harmonic,100
17,female,i,reference,100
17,female,i,synthesized,48
17,female,i,estimated,72
17,male,o,reference,100
17,male,o,synthesized,52
17,male,o,anchor,48
17,male,o,harmonic,61
17,male,o,estimated,45
17,female,a,anchor,52
17,female,a,synthesized,48
17,female,a,estimated,52
17,female,a,harmonic,82
17,female,a,reference,87
17,female,o,synthesized,44
17,female,o,reference,94
17,female,o,harmonic,89
17,female,o,estimated,47
17,female,o,anchor,44
17,male,o,anchor,44
17,male,o,synthesized,42
17,male,o,estimated,63
17,male,o,harmonic,76
17,male,o,reference,100
17,male,a,synthesized,49
17,male,a,harmonic,91
17,male,a,reference,90
17,male,a,anchor,49
17,male,a,estimated,56
17,female,i,harmonic,77
17,female,i,estimated,59
17,female,i,reference,85
17,female,i,anchor,40
17,female,i,synthesized,58
17,male,i,reference,100
17,male,i,synthesized,54
17,male,i,harmonic,60
17,male,i,anchor,66
17,male,i,estimated,68
17,female,a,harmonic,95
17,female,a,reference,100
17,female,a,estimated,72
17,female,a,synthesized,60
17,female,a,anchor,46
17,female,i,reference,100
17,female,i,anchor,50
17,female,i,harmonic,92
17,female,i,synthesized,66
17,female,i,estimated,69
17,female,a,estimated,82
17,female,a,harmonic,79
17,female,a,reference,100
17,female,a,anchor,44
17,female,a,synthesized,42
17,male,a,harmonic,81
17,male,a,anchor,42
17,male,a,reference,95
17,male,a,synthesized,80
17,male,a,estimated,83
17,male,o,estimated,52
17,male,o,synthesized,61
17,male,o,anchor,54
17,male,o,reference,86
17,male,o,harmonic,87
17,male,o,synthesized,47
17,male,o,reference,100
17,male,o,anchor,62
17,male,o,harmonic,60
17,male,o,estimated,84
17,male,i,reference,100
17,male,i,synthesized,77
17,male,i,anchor,47
17,male,i,harmonic,94
17,male,i,estimated,70
17,female,o,anchor,46
17,female,o,estimated,88
17,female,o,harmonic,92
17,female,o,synthesized,65
17,female,o,reference,87
18,female,i,harmonic,83
18,female,i,reference,56
18,female,i,estimated,49
18,female,i,anchor,36
18,female,i,synthesized,18
18,female,o,anchor,47
18,female,o,reference,25
18,female,o,estimated,23
18,female,o,synthesized,31
18,female,o,harmonic,13
18,female,o,synthesized,55
18,female,o,reference,76
18,female,o,anchor,49
18,female,o,harmonic,37
18,female,o,estimated,33
18,male,o,anchor,100
18,male,o,reference,78
18,male,o,synthesized,58
18,male,o,estimated,40
18,male,o,harmonic,53
18,male,a,estimated,100
18,male,a,synthesized,86
18,male,a,harmonic,68
18,male,a,anchor,52
18,male,a,reference,42
18,female,o,anchor,43
18,female,o,reference,43
18,female,o,estimated,23
18,female,o,harmonic,42
18,female,o,synthesized,31
18,female,a,synthesized,22
18,female,a,reference,39
18,female,a,anchor,40
18,female,a,harmonic,16
18,female,a,estimated,28
18,male,a,synthesized,35
18,male,a,reference,47
18,male,a,anchor,62
18,male,a,harmonic,21
18,male,a,estimated,22
18,female,a,harmonic,67
18,female,a,anchor,69
18,female,a,estimated,30
18,female,a,reference,38
18,female,a,synthesized,10
18,male,i,anchor,32
18,male,i,synthesized,9
18,male,i,estimated,12
18,male,i,harmonic,17
18,male,i,reference,9
18,male,o,synthesized,11
18,male,o,estimated,20
18,male,o,anchor,24
18,male,o,reference,44
18,male,o,harmonic,36
18,male,i,anchor,48
18,male,i,estimated,58
18,male,i,reference,61
18,male,i,harmonic,61
18,male,i,synthesized,32
18,male,o,harmonic,52
18,male,o,synthesized,29
18,male,o,reference,50
18,male,o,anchor,68
18,male,o,estimated,50
18,male,i,estimated,55
18,male,i,harmonic,44
18,male,i,reference,36
18,male,i,anchor,45
18,male,i,synthesized,33
18,female,o,estimated,84
18,female,o,reference,75
18,female,o,anchor,54
18,female,o,synthesized,47
18,female,o,harmonic,27
18,female,a,synthesized,42
18,female,a,reference,34
18,female,a,anchor,23
18,female,a,estimated,16
18,female,a,harmonic,21
18,female,i,reference,81
18,female,i,anchor,47
18,female,i,synthesized,32
18,female,i,harmonic,45
18,female,i,estimated,37
18,female,o,estimated,27
18,female,o,anchor,60
18,female,o,synthesized,25
18,female,o,reference,71
18,female,o,harmonic,26
18,male,i,anchor,74
18,male,i,harmonic,77
18,male,i,synthesized,47
18,male,i,estimated,56
18,male,i,reference,47
18,male,o,synthesized,14
18,male,o,harmonic,36
18,male,o,reference,32
18,male,o,estimated,2
18,male,o,anchor,38
18,male,o,anchor,82
18,male,o,reference,54
18,male,o,estimated,38
18,male,o,synthesized,28
18,male,o,harmonic,48
18,male,a,harmonic,72
18,male,a,synthesized,42
18,male,a,reference,60
18,male,a,estimated,41
18,male,a,anchor,50
18,female,i,reference,100
18,female,i,anchor,30
18,female,i,estimated,42
18,female,i,harmonic,18
18,female,i,synthesized,46
18,female,i,harmonic,38
18,female,i,synthesized,29
18,female,i,estimated,20
18,female,i,reference,23
18,female,i,anchor,31
18,female,i,harmonic,58
18,female,i,anchor,30
18,female,i,estimated,44
18,female,i,synthesized,38
18,female,i,reference,20
18,female,a,synthesized,26
18,female,a,harmonic,28
18,female,a,reference,30
18,female,a,anchor,35
18,female,a,estimated,18
18,male,a,estimated,53
18,male,a,anchor,44
18,male,a,synthesized,26
18,male,a,harmonic,30
18,male,a,reference,44
18,male,i,synthesized,53
18,male,i,estimated,46
18,male,i,harmonic,33
18,male,i,reference,42
18,male,i,anchor,34
18,male,a,synthesized,58
18,male,a,estimated,56
18,male,a,reference,44
18,male,a,anchor,30
18,male,a,harmonic,39
18,female,a,estimated,80
18,female,a,harmonic,71
18,female,a,synthesized,60
18,female,a,anchor,74
18,female,a,reference,56
19,female,o,estimated,57
19,female,o,synthesized,57
19,female,o,reference,100
19,female,o,harmonic,47
19,female,o,anchor,0
19,female,o,harmonic,86
19,female,o,anchor,35
19,female,o,estimated,43
19,female,o,reference,100
19,female,o,synthesized,41
19,male,i,synthesized,35
19,male,i,harmonic,93
19,male,i,reference,100
19,male,i,anchor,38
19,male,i,estimated,49
19,female,i,reference,95
19,female,i,anchor,28
19,female,i,synthesized,7
19,female,i,harmonic,33
19,female,i,estimated,29
19,male,o,estimated,0
19,male,o,anchor,27
19,male,o,synthesized,0
19,male,o,harmonic,65
19,male,o,reference,100
19,male,o,synthesized,40
19,male,o,harmonic,92
19,male,o,reference,97
19,male,o,estimated,40
19,male,o,anchor,52
19,female,i,estimated,44
19,female,i,synthesized,61
19,female,i,anchor,30
19,female,i,harmonic,91
19,female,i,reference,100
19,female,a,harmonic,81
19,female,a,anchor,68
19,female,a,reference,100
19,female,a,estimated,77
19,female,a,synthesized,79
19,female,a,estimated,55
19,female,a,synthesized,54
19,female,a,anchor,37
19,female,a,reference,100
19,female,a,harmonic,77
19,male,o,anchor,52
19,male,o,reference,93
19,male,o,estimated,48
19,male,o,synthesized,41
19,male,o,harmonic,93
19,female,a,harmonic,68
19,female,a,estimated,39
19,female,a,reference,86
19,female,a,anchor,54
19,female,a,synthesized,20
19,female,o,estimated,43
19,female,o,harmonic,86
19,female,o,reference,100
19,female,o,synthesized,23
19,female,o,anchor,32
19,female,i,synthesized,30
19,female,i,estimated,52
19,female,i,harmonic,95
19,female,i,reference,100
19,female,i,anchor,17
19,male,a,anchor,53
19,male,a,synthesized,3
19,male,a,reference,94
19,male,a,estimated,3
19,male,a,harmonic,81
19,male,a,synthesized,47
19,male,a,estimated,49
19,male,a,harmonic,98
19,male,a,anchor,60
19,male,a,reference,91
19,male,i,anchor,44
19,male,i,estimated,87
19,male,i,reference,91
19,male,i,synthesized,55
19,male,i,harmonic,93
19,female,a,harmonic,100
19,female,a,synthesized,45
19,female,a,anchor,33
19,female,a,reference,100
19,female,a,estimated,47
19,female,a,reference,100
19,female,a,harmonic,86
19,female,a,estimated,85
19,female,a,anchor,31
19,female,a,synthesized,43
19,male,i,reference,96
19,male,i,harmonic,89
19,male,i,estimated,24
19,male,i,anchor,37
19,male,i,synthesized,29
19,male,o,estimated,30
19,male,o,harmonic,91
19,male,o,anchor,59
19,male,o,synthesized,5
19,male,o,reference,100
19,female,o,estimated,81
19,female,o,anchor,40
19,female,o,synthesized,81
19,female,o,reference,97
19,female,o,harmonic,100
19,male,a,synthesized,53
19,male,a,harmonic,90
19,male,a,reference,100
19,male,a,anchor,51
19,male,a,estimated,44
19,male,i,anchor,68
19,male,i,reference,100
19,male,i,synthesized,29
19,male,i,harmonic,82
19,male,i,estimated,35
19,female,i,estimated,51
19,female,i,synthesized,75
19,female,i,harmonic,93
19,female,i,anchor,53
19,female,i,reference,100
19,female,i,estimated,54
19,female,i,synthesized,46
19,female,i,anchor,25
19,female,i,harmonic,93
19,female,i,reference,100
19,male,o,anchor,59
19,male,o,synthesized,9
19,male,o,estimated,83
19,male,o,harmonic,88
19,male,o,reference,95
19,female,o,harmonic,91
19,female,o,anchor,56
19,female,o,estimated,60
19,female,o,synthesized,62
19,female,o,reference,96
19,male,a,harmonic,90
19,male,a,synthesized,35
19,male,a,reference,93
19,male,a,anchor,48
19,male,a,estimated,38
19,male,a,estimated,54
19,male,a,anchor,57
19,male,a,synthesized,44
19,male,a,harmonic,93
19,male,a,reference,95
19,male,i,anchor,57
19,male,i,synthesized,25
19,male,i,harmonic,90
19,male,i,estimated,57
19,male,i,reference,100
20,female,o,reference,86
20,female,o,synthesized,55
20,female,o,harmonic,78
20,female,o,anchor,37
20,female,o,estimated,64
20,male,o,harmonic,77
20,male,o,anchor,72
20,male,o,synthesized,32
20,male,o,estimated,70
20,male,o,reference,36
20,female,a,harmonic,74
20,female,a,anchor,25
20,female,a,synthesized,20
20,female,a,reference,14
20,female,a,estimated,80
20,male,i,anchor,85
20,male,i,synthesized,80
20,male,i,estimated,86
20,male,i,reference,86
20,male,i,harmonic,64
20,male,o,harmonic,90
20,male,o,estimated,75
20,male,o,anchor,94
20,male,o,reference,30
20,male,o,synthesized,36
20,female,i,reference,92
20,female,i,estimated,54
20,female,i,synthesized,84
20,female,i,harmonic,75
20,female,i,anchor,27
20,female,i,anchor,33
20,female,i,synthesized,86
20,female,i,estimated,67
20,female,i,reference,100
20,female,i,harmonic,90
20,male,i,synthesized,84
20,male,i,harmonic,52
20,male,i,anchor,54
20,male,i,reference,36
20,male,i,estimated,73
20,male,a,reference,69
20,male,a,anchor,96
20,male,a,synthesized,60
20,male,a,estimated,100
20,male,a,harmonic,31
20,female,o,anchor,86
20,female,o,estimated,86
20,female,o,synthesized,90
20,female,o,reference,100
20,female,o,harmonic,100
20,male,o,synthesized,50
20,male,o,estimated,85
20,male,o,anchor,36
20,male,o,harmonic,100
20,male,o,reference,100
20,female,i,estimated,70
20,female,i,anchor,20
20,female,i,synthesized,86
20,female,i,harmonic,78
20,female,i,reference,100
20,male,i,reference,100
20,male,i,harmonic,100
20,male,i,estimated,100
20,male,i,anchor,40
20,male,i,synthesized,100
20,male,o,estimated,26
20,male,o,synthesized,66
20,male,o,reference,100
20,male,o,anchor,64
20,male,o,harmonic,89
20,female,o,reference,93
20,female,o,estimated,56
20,female,o,synthesized,100
20,female,o,harmonic,100
20,female,o,anchor,100
20,male,a,harmonic,54
20,male,a,synthesized,100
20,male,a,anchor,25
20,male,a,reference,77
20,male,a,estimated,81
20,male,i,synthesized,90
20,male,i,harmonic,100
20,male,i,anchor,37
20,male,i,estimated,77
20,male,i,reference,100
20,female,a,anchor,57
20,female,a,synthesized,86
20,female,a,estimated,100
20,female,a,reference,52
20,female,a,harmonic,81
20,female,o,synthesized,100
20,female,o,harmonic,100
20,female,o,reference,100
20,female,o,estimated,53
20,female,o,anchor,22
20,female,a,estimated,68
20,female,a,anchor,67
20,female,a,reference,100
20,female,a,harmonic,100
20,female,a,synthesized,81
20,female,a,estimated,100
20,female,a,reference,66
20,female,a,harmonic,44
20,female,a,anchor,4
20,female,a,synthesized,77
20,male,a,anchor,100
20,male,a,harmonic,100
20,male,a,synthesized,100
20,male,a,estimated,100
20,male,a,reference,100
20,female,i,anchor,42
20,female,i,estimated,76
20,female,i,harmonic,100
20,female,i,synthesized,100
20,female,i,reference,100
20,female,i,harmonic,58
20,female,i,reference,100
20,female,i,anchor,14
20,female,i,synthesized,100
20,female,i,estimated,100
20,male,i,harmonic,100
20,male,i,estimated,39
20,male,i,reference,43
20,male,i,synthesized,17
20,male,i,anchor,21
20,female,o,harmonic,100
20,female,o,anchor,30
20,female,o,synthesized,68
20,female,o,estimated,60
20,female,o,reference,100
20,male,o,estimated,100
20,male,o,reference,100
20,male,o,harmonic,36
20,male,o,synthesized,100
20,male,o,anchor,34
20,female,a,harmonic,68
20,female,a,anchor,54
20,female,a,reference,100
20,female,a,estimated,100
20,female,a,synthesized,100
20,male,a,synthesized,85
20,male,a,harmonic,36
20,male,a,reference,70
20,male,a,estimated,80
20,male,a,anchor,34
20,male,a,synthesized,100
20,male,a,anchor,25
20,male,a,harmonic,100
20,male,a,reference,100
20,male,a,estimated,100
21,male,a,reference,90
21,male,a,synthesized,19
21,male,a,anchor,71
21,male,a,harmonic,64
21,male,a,estimated,20
21,female,a,estimated,19
21,female,a,reference,74
21,female,a,anchor,52
21,female,a,harmonic,50
21,female,a,synthesized,20
21,female,o,reference,100
21,female,o,estimated,41
21,female,o,harmonic,27
21,female,o,synthesized,20
21,female,o,anchor,5
21,female,a,reference,83
21,female,a,harmonic,53
21,female,a,estimated,38
21,female,a,anchor,24
21,female,a,synthesized,14
21,male,i,anchor,82
21,male,i,reference,100
21,male,i,harmonic,77
21,male,i,estimated,66
21,male,i,synthesized,32
21,male,i,harmonic,86
21,male,i,reference,94
21,male,i,synthesized,44
21,male,i,anchor,37
21,male,i,estimated,24
21,female,i,anchor,51
21,female,i,harmonic,90
21,female,i,synthesized,60
21,female,i,reference,86
21,female,i,estimated,66
21,female,i,synthesized,57
21,female,i,anchor,35
21,female,i,estimated,64
21,female,i,reference,86
21,female,i,harmonic,70
21,female,i,synthesized,40
21,female,i,harmonic,36
21,female,i,anchor,27
21,female,i,reference,88
21,female,i,estimated,39
21,male,o,reference,87
21,male,o,anchor,42
21,male,o,synthesized,16
21,male,o,estimated,8
21,male,o,harmonic,70
21,male,a,reference,65
21,male,a,anchor,26
21,male,a,synthesized,16
21,male,a,estimated,32
21,male,a,harmonic,83
21,male,a,reference,87
21,male,a,harmonic,32
21,male,a,estimated,16
21,male,a,anchor,32
21,male,a,synthesized,16
21,female,i,synthesized,82
21,female,i,reference,49
21,female,i,anchor,38
21,female,i,estimated,30
21,female,i,harmonic,70
21,male,i,synthesized,13
21,male,i,anchor,37
21,male,i,reference,65
21,male,i,harmonic,46
21,male,i,estimated,11
21,female,a,harmonic,38
21,female,a,synthesized,55
21,female,a,estimated,31
21,female,a,reference,92
21,female,a,anchor,15
21,female,a,estimated,56
21,female,a,harmonic,64
21,female,a,anchor,19
21,female,a,reference,100
21,female,a,synthesized,36
21,male,o,reference,92
21,male,o,harmonic,100
21,male,o,anchor,43
21,male,o,synthesized,19
21,male,o,estimated,23
21,male,i,reference,75
21,male,i,harmonic,44
21,male,i,estimated,29
21,male,i,synthesized,24
21,male,i,anchor,45
21,male,a,anchor,75
21,male,a,estimated,65
21,male,a,harmonic,48
21,male,a,synthesized,36
21,male,a,reference,40
21,male,i,harmonic,56
21,male,i,estimated,10
21,male,i,reference,54
21,male,i,anchor,11
21,male,i,synthesized,8
21,female,i,anchor,36
21,female,i,estimated,88
21,female,i,reference,95
21,female,i,synthesized,44
21,female,i,harmonic,34
21,female,o,reference,75
21,female,o,anchor,19
21,female,o,harmonic,17
21,female,o,synthesized,46
21,female,o,estimated,33
21,female,o,reference,94
21,female,o,synthesized,28
21,female,o,harmonic,28
21,female,o,anchor,14
21,female,o,estimated,25
21,female,o,estimated,34
21,female,o,harmonic,28
21,female,o,reference,72
21,female,o,anchor,14
21,female,o,synthesized,10
21,male,o,synthesized,30
21,male,o,estimated,64
21,male,o,anchor,47
21,male,o,harmonic,32
21,male,o,reference,73
21,female,a,estimated,85
21,female,a,reference,100
21,female,a,anchor,39
21,female,a,harmonic,50
21,female,a,synthesized,40
21,male,a,harmonic,100
21,male,a,synthesized,58
21,male,a,reference,71
21,male,a,anchor,51
21,male,a,estimated,40
21,male,o,estimated,16
21,male,o,synthesized,15
21,male,o,anchor,49
21,male,o,reference,54
21,male,o,harmonic,54
21,male,o,anchor,58
21,male,o,synthesized,44
21,male,o,estimated,44
21,male,o,reference,66
21,male,o,harmonic,61
21,female,o,anchor,72
21,female,o,reference,62
21,female,o,estimated,35
21,female,o,synthesized,18
21,female,o,harmonic,17
22,male,o,reference,99
22,male,o,anchor,30
22,male,o,estimated,43
22,male,o,harmonic,80
22,male,o,synthesized,46
22,female,o,estimated,60
22,female,o,anchor,18
22,female,o,reference,91
22,female,o,harmonic,49
22,female,o,synthesized,49
22,male,i,estimated,42
22,male,i,synthesized,43
22,male,i,reference,100
22,male,i,harmonic,82
22,male,i,anchor,41
22,male,i,estimated,44
22,male,i,harmonic,94
22,male,i,reference,100
22,male,i,anchor,42
22,male,i,synthesized,42
22,female,o,harmonic,58
22,female,o,anchor,26
22,female,o,estimated,43
22,female,o,synthesized,38
22,female,o,reference,100
22,female,i,estimated,53
22,female,i,anchor,35
22,female,i,synthesized,90
22,female,i,reference,77
22,female,i,harmonic,54
22,female,a,reference,100
22,female,a,synthesized,47
22,female,a,estimated,45
22,female,a,harmonic,58
22,female,a,anchor,19
22,male,a,harmonic,66
22,male,a,synthesized,37
22,male,a,estimated,42
22,male,a,anchor,42
22,male,a,reference,100
22,male,o,harmonic,69
22,male,o,estimated,50
22,male,o,synthesized,29
22,male,o,reference,100
22,male,o,anchor,54
22,female,a,anchor,30
22,female,a,synthesized,28
22,female,a,estimated,49
22,female,a,reference,100
22,female,a,harmonic,64
22,female,a,reference,100
22,female,a,anchor,30
22,female,a,estimated,98
