session_test_id,device,age,gender,matr,trial_id,rating_stimulus,rating_score,rating_time,rating_comment
masterthesis_mushra,headphones,24,male,414943,f1_a,C4,47,24571,
masterthesis_mushra,headphones,24,male,414943,m8_i,C4,50,22922,
masterthesis_mushra,headphones,24,male,414943,m8_i,reference,71,22922,
masterthesis_mushra,headphones,24,male,414943,m8_i,C3,34,22922,
masterthesis_mushra,headphones,24,male,414943,m8_i,C2,26,22922,
masterthesis_mushra,headphones,24,male,414943,m8_i,C1,72,22922,
masterthesis_mushra,headphones,22,male,415206,example_f4_o,reference,99,45049,
masterthesis_mushra,headphones,22,male,415206,example_f4_o,C1,100,45049,
masterthesis_mushra,headphones,22,male,415206,example_f4_o,C2,100,45049,
masterthesis_mushra,headphones,22,male,415206,example_f4_o,C3,100,45049,
masterthesis_mushra,headphones,22,male,415206,example_f4_o,C4,100,45049,
masterthesis_mushra,headphones,22,male,415206,example_m8_i,C3,100,25768,
masterthesis_mushra,headphones,22,male,415206,example_m8_i,C1,100,25768,
masterthesis_mushra,headphones,22,male,415206,example_m8_i,C4,100,25768,
masterthesis_mushra,headphones,22,male,415206,example_m8_i,C2,100,25768,
masterthesis_mushra,headphones,22,male,415206,example_m8_i,reference,100,25768,
masterthesis_mushra,headphones,22,male,415206,example_f1_i,C4,100,33612,
masterthesis_mushra,headphones,22,male,415206,example_f1_i,C1,100,33612,
masterthesis_mushra,headphones,22,male,415206,example_f1_i,reference,100,33612,
masterthesis_mushra,headphones,22,male,415206,example_f1_i,C3,100,33612,
masterthesis_mushra,headphones,22,male,415206,example_f1_i,C2,100,33612,
masterthesis_mushra,headphones,22,male,415206,example_m2_a,reference,100,15662,
masterthesis_mushra,headphones,22,male,415206,example_m2_a,C2,100,15662,
masterthesis_mushra,headphones,22,male,415206,example_m2_a,C1,100,15662,
masterthesis_mushra,headphones,22,male,415206,example_m2_a,C3,100,15662,
masterthesis_mushra,headphones,22,male,415206,example_m2_a,C4,100,15662,
masterthesis_mushra,headphones,22,male,415206,m5_i,C2,30,91923,
masterthesis_mushra,headphones,22,male,415206,m5_i,C1,46,91923,
masterthesis_mushra,headphones,22,male,415206,m5_i,reference,80,91923,
masterthesis_mushra,headphones,22,male,415206,m5_i,C4,36,91923,
masterthesis_mushra,headphones,22,male,415206,m5_i,C3,62,91923,
masterthesis_mushra,headphones,22,male,415206,m1_o,reference,91,146870,
masterthesis_mushra,headphones,22,male,415206,m1_o,C3,26,146870,
masterthesis_mushra,headphones,22,male,415206,m1_o,C2,69,146870,
masterthesis_mushra,headphones,22,male,415206,m1_o,C4,40,146870,
masterthesis_mushra,headphones,22,male,415206,m1_o,C1,92,146870,
masterthesis_mushra,headphones,22,male,415206,m8_o,C1,89,86031,
masterthesis_mushra,headphones,22,male,415206,m8_o,C2,71,86031,
masterthesis_mushra,headphones,22,male,415206,m8_o,reference,100,86031,
masterthesis_mushra,headphones,22,male,415206,m8_o,C3,59,86031,
masterthesis_mushra,headphones,22,male,415206,m8_o,C4,29,86031,
masterthesis_mushra,headphones,22,male,415206,f4_i,C2,57,69528,
masterthesis_mushra,headphones,22,male,415206,f4_i,reference,92,69528,
masterthesis_mushra,headphones,22,male,415206,f4_i,C1,100,69528,
masterthesis_mushra,headphones,22,male,415206,f4_i,C4,55,69528,
masterthesis_mushra,headphones,22,male,415206,f4_i,C3,41,69528,
masterthesis_mushra,headphones,22,male,415206,m2_i,C4,36,81948,
masterthesis_mushra,headphones,22,male,415206,m2_i,C2,51,81948,
masterthesis_mushra,headphones,22,male,415206,m2_i,C1,100,81948,
masterthesis_mushra,headphones,22,male,415206,m2_i,C3,52,81948,
masterthesis_mushra,headphones,22,male,415206,m2_i,reference,88,81948,
masterthesis_mushra,headphones,22,male,415206,f4_a,reference,100,66533,
masterthesis_mushra,headphones,22,male,415206,f4_a,C1,53,66533,
masterthesis_mushra,headphones,22,male,415206,f4_a,C3,38,66533,
masterthesis_mushra,headphones,22,male,415206,f4_a,C4,27,66533,
masterthesis_mushra,headphones,22,male,415206,f4_a,C2,90,66533,
masterthesis_mushra,headphones,22,male,415206,f6_o,C3,65,67041,
masterthesis_mushra,headphones,22,male,415206,f6_o,reference,100,67041,
masterthesis_mushra,headphones,22,male,415206,f6_o,C4,26,67041,
masterthesis_mushra,headphones,22,male,415206,f6_o,C2,100,67041,
masterthesis_mushra,headphones,22,male,415206,f6_o,C1,58,67041,
masterthesis_mushra,headphones,22,male,415206,f4_o,C1,48,59034,
masterthesis_mushra,headphones,22,male,415206,f4_o,C3,63,59034,
masterthesis_mushra,headphones,22,male,415206,f4_o,C4,28,59034,
masterthesis_mushra,headphones,22,male,415206,f4_o,reference,100,59034,
masterthesis_mushra,headphones,22,male,415206,f4_o,C2,53,59034,
masterthesis_mushra,headphones,22,male,415206,m8_i,C4,44,90675,
masterthesis_mushra,headphones,22,male,415206,m8_i,C1,100,90675,
masterthesis_mushra,headphones,22,male,415206,m8_i,C3,54,90675,
masterthesis_mushra,headphones,22,male,415206,m8_i,reference,90,90675,
masterthesis_mushra,headphones,22,male,415206,m8_i,C2,82,90675,
masterthesis_mushra,headphones,22,male,415206,m1_a,C4,43,60666,
masterthesis_mushra,headphones,22,male,415206,m1_a,reference,100,60666,
masterthesis_mushra,headphones,22,male,415206,m1_a,C3,12,60666,
masterthesis_mushra,headphones,22,male,415206,m1_a,C1,71,60666,
masterthesis_mushra,headphones,22,male,415206,m1_a,C2,30,60666,
masterthesis_mushra,headphones,22,male,415206,f1_a,C2,27,65806,
masterthesis_mushra,headphones,22,male,415206,f1_a,C1,32,65806,
masterthesis_mushra,headphones,22,male,415206,f1_a,C3,28,65806,
masterthesis_mushra,headphones,22,male,415206,f1_a,reference,100,65806,
masterthesis_mushra,headphones,22,male,415206,f1_a,C4,30,65806,
masterthesis_mushra,headphones,22,male,415206,m2_a,C4,48,58215,
masterthesis_mushra,headphones,22,male,415206,m2_a,C1,100,58215,
masterthesis_mushra,headphones,22,male,415206,m2_a,C3,34,58215,
masterthesis_mushra,headphones,22,male,415206,m2_a,C2,52,58215,
masterthesis_mushra,headphones,22,male,415206,m2_a,reference,100,58215,
masterthesis_mushra,headphones,22,male,415206,f1_i,C3,27,52929,
masterthesis_mushra,headphones,22,male,415206,f1_i,C4,16,52929,
masterthesis_mushra,headphones,22,male,415206,f1_i,C1,100,52929,
masterthesis_mushra,headphones,22,male,415206,f1_i,C2,28,52929,
masterthesis_mushra,headphones,22,male,415206,f1_i,reference,100,52929,
masterthesis_mushra,headphones,22,male,415206,f8_a,C3,17,64518,
masterthesis_mushra,headphones,22,male,415206,f8_a,reference,63,64518,
masterthesis_mushra,headphones,22,male,415206,f8_a,C4,26,64518,
masterthesis_mushra,headphones,22,male,415206,f8_a,C1,96,64518,
masterthesis_mushra,headphones,22,male,415206,f8_a,C2,37,64518,
masterthesis_mushra,headphones,22,male,415206,m5_o,C4,27,67654,
masterthesis_mushra,headphones,22,male,415206,m5_o,C3,35,67654,
masterthesis_mushra,headphones,22,male,415206,m5_o,C2,45,67654,
masterthesis_mushra,headphones,22,male,415206,m5_o,reference,100,67654,
masterthesis_mushra,headphones,22,male,415206,m5_o,C1,81,67654,
masterthesis_mushra,headphones,22,male,415206,m8_a,reference,100,220933,
masterthesis_mushra,headphones,22,male,415206,m8_a,C1,80,220933,
masterthesis_mushra,headphones,22,male,415206,m8_a,C3,51,220933,
masterthesis_mushra,headphones,22,male,415206,m8_a,C2,50,220933,
masterthesis_mushra,headphones,22,male,415206,m8_a,C4,30,220933,
masterthesis_mushra,headphones,22,male,415206,f8_i,C3,35,108118,
masterthesis_mushra,headphones,22,male,415206,f8_i,C1,100,108118,
masterthesis_mushra,headphones,22,male,415206,f8_i,C4,30,108118,
masterthesis_mushra,headphones,22,male,415206,f8_i,C2,51,108118,
masterthesis_mushra,headphones,22,male,415206,f8_i,reference,100,108118,
masterthesis_mushra,headphones,22,male,415206,m1_i,reference,100,52959,
masterthesis_mushra,headphones,22,male,415206,m1_i,C1,44,52959,
masterthesis_mushra,headphones,22,male,415206,m1_i,C2,32,52959,
masterthesis_mushra,headphones,22,male,415206,m1_i,C3,31,52959,
masterthesis_mushra,headphones,22,male,415206,m1_i,C4,12,52959,
masterthesis_mushra,headphones,22,male,415206,f6_i,C2,27,65974,
masterthesis_mushra,headphones,22,male,415206,f6_i,C3,27,65974,
masterthesis_mushra,headphones,22,male,415206,f6_i,C1,100,65974,
masterthesis_mushra,headphones,22,male,415206,f6_i,reference,84,65974,
masterthesis_mushra,headphones,22,male,415206,f6_i,C4,20,65974,
masterthesis_mushra,headphones,22,male,415206,f5_o,C3,75,63091,
masterthesis_mushra,headphones,22,male,415206,f5_o,C2,52,63091,
masterthesis_mushra,headphones,22,male,415206,f5_o,C4,13,63091,
masterthesis_mushra,headphones,22,male,415206,f5_o,reference,100,63091,
masterthesis_mushra,headphones,22,male,415206,f5_o,C1,54,63091,
masterthesis_mushra,headphones,22,male,415206,f6_a,C1,70,72924,
masterthesis_mushra,headphones,22,male,415206,f6_a,C3,29,72924,
masterthesis_mushra,headphones,22,male,415206,f6_a,C2,100,72924,
masterthesis_mushra,headphones,22,male,415206,f6_a,reference,100,72924,
masterthesis_mushra,headphones,22,male,415206,f6_a,C4,13,72924,
masterthesis_mushra,headphones,22,male,415206,f1_o,C1,23,51766,
masterthesis_mushra,headphones,22,male,415206,f1_o,C4,13,51766,
masterthesis_mushra,headphones,22,male,415206,f1_o,C2,36,51766,
masterthesis_mushra,headphones,22,male,415206,f1_o,C3,52,51766,
masterthesis_mushra,headphones,22,male,415206,f1_o,reference,100,51766,
masterthesis_mushra,headphones,22,male,415206,m4_a,C1,100,45864,
masterthesis_mushra,headphones,22,male,415206,m4_a,C4,18,45864,
masterthesis_mushra,headphones,22,male,415206,m4_a,C3,35,45864,
masterthesis_mushra,headphones,22,male,415206,m4_a,reference,100,45864,
masterthesis_mushra,headphones,22,male,415206,m4_a,C2,42,45864,
masterthesis_mushra,headphones,22,male,415206,f8_o,reference,100,63283,
masterthesis_mushra,headphones,22,male,415206,f8_o,C3,27,63283,
masterthesis_mushra,headphones,22,male,415206,f8_o,C2,29,63283,
masterthesis_mushra,headphones,22,male,415206,f8_o,C1,66,63283,
masterthesis_mushra,headphones,22,male,415206,f8_o,C4,30,63283,
masterthesis_mushra,headphones,22,male,415206,f5_i,C4,12,40344,
masterthesis_mushra,headphones,22,male,415206,f5_i,C2,31,40344,
masterthesis_mushra,headphones,22,male,415206,f5_i,C3,46,40344,
masterthesis_mushra,headphones,22,male,415206,f5_i,C1,100,40344,
masterthesis_mushra,headphones,22,male,415206,f5_i,reference,100,40344,
masterthesis_mushra,headphones,22,male,415206,m2_o,C2,36,36757,
masterthesis_mushra,headphones,22,male,415206,m2_o,C4,56,36757,
masterthesis_mushra,headphones,22,male,415206,m2_o,C1,100,36757,
masterthesis_mushra,headphones,22,male,415206,m2_o,C3,48,36757,
masterthesis_mushra,headphones,22,male,415206,m2_o,reference,100,36757,
masterthesis_mushra,headphones,22,male,415206,f5_a,C1,48,43245,
masterthesis_mushra,headphones,22,male,415206,f5_a,C4,10,43245,
masterthesis_mushra,headphones,22,male,415206,f5_a,reference,100,43245,
masterthesis_mushra,headphones,22,male,415206,f5_a,C3,46,43245,
masterthesis_mushra,headphones,22,male,415206,f5_a,C2,46,43245,
masterthesis_mushra,headphones,22,male,415206,m5_a,C2,29,31711,
masterthesis_mushra,headphones,22,male,415206,m5_a,C3,32,31711,
masterthesis_mushra,headphones,22,male,415206,m5_a,C1,88,31711,
masterthesis_mushra,headphones,22,male,415206,m5_a,reference,100,31711,
masterthesis_mushra,headphones,22,male,415206,m5_a,C4,14,31711,
masterthesis_mushra,headphones,22,male,415206,m4_i,C4,18,37841,
masterthesis_mushra,headphones,22,male,415206,m4_i,reference,100,37841,
masterthesis_mushra,headphones,22,male,415206,m4_i,C3,24,37841,
masterthesis_mushra,headphones,22,male,415206,m4_i,C2,26,37841,
masterthesis_mushra,headphones,22,male,415206,m4_i,C1,56,37841,
masterthesis_mushra,headphones,22,male,415206,m4_o,C3,15,45365,
masterthesis_mushra,headphones,22,male,415206,m4_o,C1,26,45365,
masterthesis_mushra,headphones,22,male,415206,m4_o,reference,100,45365,
masterthesis_mushra,headphones,22,male,415206,m4_o,C2,14,45365,
masterthesis_mushra,headphones,22,male,415206,m4_o,C4,13,45365,
masterthesis_mushra,headphones,29,male,357725,example_f4_o,C1,100,93872,
masterthesis_mushra,headphones,29,male,357725,example_f4_o,reference,100,93872,
masterthesis_mushra,headphones,29,male,357725,example_f4_o,C3,100,93872,
masterthesis_mushra,headphones,29,male,357725,example_f4_o,C4,100,93872,
masterthesis_mushra,headphones,29,male,357725,example_f4_o,C2,100,93872,
masterthesis_mushra,headphones,29,male,357725,example_m8_i,reference,100,48292,
masterthesis_mushra,headphones,29,male,357725,example_m8_i,C1,100,48292,
masterthesis_mushra,headphones,29,male,357725,example_m8_i,C2,100,48292,
masterthesis_mushra,headphones,29,male,357725,example_m8_i,C3,100,48292,
masterthesis_mushra,headphones,29,male,357725,example_m8_i,C4,100,48292,
masterthesis_mushra,headphones,29,male,357725,example_f1_i,C3,100,16415,
masterthesis_mushra,headphones,29,male,357725,example_f1_i,reference,100,16415,
masterthesis_mushra,headphones,29,male,357725,example_f1_i,C4,100,16415,
masterthesis_mushra,headphones,29,male,357725,example_f1_i,C1,100,16415,
masterthesis_mushra,headphones,29,male,357725,example_f1_i,C2,100,16415,
masterthesis_mushra,headphones,29,male,357725,example_m2_a,reference,100,12554,
masterthesis_mushra,headphones,29,male,357725,example_m2_a,C1,100,12554,
masterthesis_mushra,headphones,29,male,357725,example_m2_a,C2,100,12554,
masterthesis_mushra,headphones,29,male,357725,example_m2_a,C3,100,12554,
masterthesis_mushra,headphones,29,male,357725,example_m2_a,C4,100,12554,
masterthesis_mushra,headphones,29,male,357725,f6_a,reference,73,101236,
masterthesis_mushra,headphones,29,male,357725,f6_a,C3,30,101236,
masterthesis_mushra,headphones,29,male,357725,f6_a,C4,49,101236,
masterthesis_mushra,headphones,29,male,357725,f6_a,C2,39,101236,
masterthesis_mushra,headphones,29,male,357725,f6_a,C1,61,101236,
masterthesis_mushra,headphones,29,male,357725,m8_i,C4,61,79613,
masterthesis_mushra,headphones,29,male,357725,m8_i,C3,43,79613,
masterthesis_mushra,headphones,29,male,357725,m8_i,reference,86,79613,
masterthesis_mushra,headphones,29,male,357725,m8_i,C2,43,79613,
masterthesis_mushra,headphones,29,male,357725,m8_i,C1,54,79613,
masterthesis_mushra,headphones,29,male,357725,m1_a,reference,79,52718,
masterthesis_mushra,headphones,29,male,357725,m1_a,C4,60,52718,
masterthesis_mushra,headphones,29,male,357725,m1_a,C3,15,52718,
masterthesis_mushra,headphones,29,male,357725,m1_a,C1,79,52718,
masterthesis_mushra,headphones,29,male,357725,m1_a,C2,15,52718,
masterthesis_mushra,headphones,29,male,357725,m5_o,C2,31,75963,
masterthesis_mushra,headphones,29,male,357725,m5_o,C3,53,75963,
masterthesis_mushra,headphones,29,male,357725,m5_o,C1,80,75963,
masterthesis_mushra,headphones,29,male,357725,m5_o,reference,100,75963,
masterthesis_mushra,headphones,29,male,357725,m5_o,C4,59,75963,
masterthesis_mushra,headphones,29,male,357725,f1_a,reference,100,68816,
masterthesis_mushra,headphones,29,male,357725,f1_a,C4,53,68816,
masterthesis_mushra,headphones,29,male,357725,f1_a,C1,25,68816,
masterthesis_mushra,headphones,29,male,357725,f1_a,C3,36,68816,
masterthesis_mushra,headphones,29,male,357725,f1_a,C2,35,68816,
masterthesis_mushra,headphones,29,male,357725,m1_o,C3,16,73429,
masterthesis_mushra,headphones,29,male,357725,m1_o,reference,100,73429,
masterthesis_mushra,headphones,29,male,357725,m1_o,C4,50,73429,
masterthesis_mushra,headphones,29,male,357725,m1_o,C1,62,73429,
masterthesis_mushra,headphones,29,male,357725,m1_o,C2,56,73429,
masterthesis_mushra,headphones,29,male,357725,m4_i,C3,60,48464,
masterthesis_mushra,headphones,29,male,357725,m4_i,reference,100,48464,
masterthesis_mushra,headphones,29,male,357725,m4_i,C2,47,48464,
masterthesis_mushra,headphones,29,male,357725,m4_i,C1,80,48464,
masterthesis_mushra,headphones,29,male,357725,m4_i,C4,50,48464,
masterthesis_mushra,headphones,29,male,357725,f8_i,C2,42,57410,
masterthesis_mushra,headphones,29,male,357725,f8_i,C3,43,57410,
masterthesis_mushra,headphones,29,male,357725,f8_i,reference,100,57410,
masterthesis_mushra,headphones,29,male,357725,f8_i,C4,43,57410,
masterthesis_mushra,headphones,29,male,357725,f8_i,C1,100,57410,
masterthesis_mushra,headphones,29,male,357725,f6_o,C4,39,56736,
masterthesis_mushra,headphones,29,male,357725,f6_o,C1,64,56736,
masterthesis_mushra,headphones,29,male,357725,f6_o,C3,51,56736,
masterthesis_mushra,headphones,29,male,357725,f6_o,C2,51,56736,
masterthesis_mushra,headphones,29,male,357725,f6_o,reference,100,56736,
masterthesis_mushra,headphones,29,male,357725,f1_o,C2,34,46935,
masterthesis_mushra,headphones,29,male,357725,f1_o,C3,32,46935,
masterthesis_mushra,headphones,29,male,357725,f1_o,C4,31,46935,
masterthesis_mushra,headphones,29,male,357725,f1_o,C1,58,46935,
masterthesis_mushra,headphones,29,male,357725,f1_o,reference,100,46935,
masterthesis_mushra,headphones,29,male,357725,f8_o,C1,73,39766,
masterthesis_mushra,headphones,29,male,357725,f8_o,C2,44,39766,
masterthesis_mushra,headphones,29,male,357725,f8_o,C4,35,39766,
masterthesis_mushra,headphones,29,male,357725,f8_o,C3,26,39766,
masterthesis_mushra,headphones,29,male,357725,f8_o,reference,100,39766,
masterthesis_mushra,headphones,29,male,357725,m4_o,C1,56,34946,
masterthesis_mushra,headphones,29,male,357725,m4_o,C3,15,34946,
masterthesis_mushra,headphones,29,male,357725,m4_o,reference,100,34946,
masterthesis_mushra,headphones,29,male,357725,m4_o,C4,35,34946,
masterthesis_mushra,headphones,29,male,357725,m4_o,C2,21,34946,
masterthesis_mushra,headphones,29,male,357725,f1_i,C2,38,36167,
masterthesis_mushra,headphones,29,male,357725,f1_i,C1,80,36167,
masterthesis_mushra,headphones,29,male,357725,f1_i,reference,100,36167,
masterthesis_mushra,headphones,29,male,357725,f1_i,C3,26,36167,
masterthesis_mushra,headphones,29,male,357725,f1_i,C4,33,36167,
masterthesis_mushra,headphones,29,male,357725,m8_a,C1,100,38939,
masterthesis_mushra,headphones,29,male,357725,m8_a,reference,100,38939,
masterthesis_mushra,headphones,29,male,357725,m8_a,C2,61,38939,
masterthesis_mushra,headphones,29,male,357725,m8_a,C4,39,38939,
masterthesis_mushra,headphones,29,male,357725,m8_a,C3,76,38939,
masterthesis_mushra,headphones,29,male,357725,m2_i,reference,100,33061,
masterthesis_mushra,headphones,29,male,357725,m2_i,C3,28,33061,
masterthesis_mushra,headphones,29,male,357725,m2_i,C1,82,33061,
masterthesis_mushra,headphones,29,male,357725,m2_i,C2,36,33061,
masterthesis_mushra,headphones,29,male,357725,m2_i,C4,40,33061,
masterthesis_mushra,headphones,29,male,357725,f5_o,C3,61,34952,
masterthesis_mushra,headphones,29,male,357725,f5_o,C1,46,34952,
masterthesis_mushra,headphones,29,male,357725,f5_o,reference,91,34952,
masterthesis_mushra,headphones,29,male,357725,f5_o,C4,45,34952,
masterthesis_mushra,headphones,29,male,357725,f5_o,C2,50,34952,
masterthesis_mushra,headphones,29,male,357725,m5_a,C3,39,47599,
masterthesis_mushra,headphones,29,male,357725,m5_a,C2,55,47599,
masterthesis_mushra,headphones,29,male,357725,m5_a,C1,100,47599,
masterthesis_mushra,headphones,29,male,357725,m5_a,reference,100,47599,
masterthesis_mushra,headphones,29,male,357725,m5_a,C4,42,47599,
masterthesis_mushra,headphones,29,male,357725,m2_o,reference,100,22120,
masterthesis_mushra,headphones,29,male,357725,m2_o,C1,100,22120,
masterthesis_mushra,headphones,29,male,357725,m2_o,C2,13,22120,
masterthesis_mushra,headphones,29,male,357725,m2_o,C3,17,22120,
masterthesis_mushra,headphones,29,male,357725,m2_o,C4,37,22120,
masterthesis_mushra,headphones,29,male,357725,f5_a,C1,100,32334,
masterthesis_mushra,headphones,29,male,357725,f5_a,C3,48,32334,
masterthesis_mushra,headphones,29,male,357725,f5_a,reference,100,32334,
masterthesis_mushra,headphones,29,male,357725,f5_a,C4,39,32334,
masterthesis_mushra,headphones,29,male,357725,f5_a,C2,51,32334,
masterthesis_mushra,headphones,29,male,357725,f6_i,C4,44,47470,
masterthesis_mushra,headphones,29,male,357725,f6_i,C2,70,47470,
masterthesis_mushra,headphones,29,male,357725,f6_i,reference,100,47470,
masterthesis_mushra,headphones,29,male,357725,f6_i,C3,42,47470,
masterthesis_mushra,headphones,29,male,357725,f6_i,C1,71,47470,
masterthesis_mushra,headphones,29,male,357725,f4_i,C1,83,27721,
masterthesis_mushra,headphones,29,male,357725,f4_i,reference,100,27721,
masterthesis_mushra,headphones,29,male,357725,f4_i,C2,62,27721,
masterthesis_mushra,headphones,29,male,357725,f4_i,C3,50,27721,
masterthesis_mushra,headphones,29,male,357725,f4_i,C4,40,27721,
masterthesis_mushra,headphones,29,male,357725,m4_a,C2,42,29384,
masterthesis_mushra,headphones,29,male,357725,m4_a,C1,87,29384,
masterthesis_mushra,headphones,29,male,357725,m4_a,C3,42,29384,
masterthesis_mushra,headphones,29,male,357725,m4_a,C4,35,29384,
masterthesis_mushra,headphones,29,male,357725,m4_a,reference,100,29384,
masterthesis_mushra,headphones,29,male,357725,f5_i,C4,39,40008,
masterthesis_mushra,headphones,29,male,357725,f5_i,C1,100,40008,
masterthesis_mushra,headphones,29,male,357725,f5_i,C2,45,40008,
masterthesis_mushra,headphones,29,male,357725,f5_i,reference,83,40008,
masterthesis_mushra,headphones,29,male,357725,f5_i,C3,40,40008,
masterthesis_mushra,headphones,29,male,357725,m1_i,C2,40,40463,
masterthesis_mushra,headphones,29,male,357725,m1_i,C4,37,40463,
masterthesis_mushra,headphones,29,male,357725,m1_i,C3,41,40463,
masterthesis_mushra,headphones,29,male,357725,m1_i,reference,100,40463,
masterthesis_mushra,headphones,29,male,357725,m1_i,C1,79,40463,
masterthesis_mushra,headphones,29,male,357725,m8_o,C1,89,58080,
masterthesis_mushra,headphones,29,male,357725,m8_o,reference,100,58080,
masterthesis_mushra,headphones,29,male,357725,m8_o,C3,90,58080,
masterthesis_mushra,headphones,29,male,357725,m8_o,C2,80,58080,
masterthesis_mushra,headphones,29,male,357725,m8_o,C4,37,58080,
masterthesis_mushra,headphones,29,male,357725,f4_a,reference,100,28476,
masterthesis_mushra,headphones,29,male,357725,f4_a,C2,63,28476,
masterthesis_mushra,headphones,29,male,357725,f4_a,C3,62,28476,
masterthesis_mushra,headphones,29,male,357725,f4_a,C4,47,28476,
masterthesis_mushra,headphones,29,male,357725,f4_a,C1,91,28476,
masterthesis_mushra,headphones,29,male,357725,m5_i,C2,40,32473,
masterthesis_mushra,headphones,29,male,357725,m5_i,reference,100,32473,
masterthesis_mushra,headphones,29,male,357725,m5_i,C3,39,32473,
masterthesis_mushra,headphones,29,male,357725,m5_i,C4,39,32473,
masterthesis_mushra,headphones,29,male,357725,m5_i,C1,58,32473,
masterthesis_mushra,headphones,29,male,357725,f8_a,C2,46,32596,
masterthesis_mushra,headphones,29,male,357725,f8_a,C1,85,32596,
masterthesis_mushra,headphones,29,male,357725,f8_a,reference,100,32596,
masterthesis_mushra,headphones,29,male,357725,f8_a,C3,31,32596,
masterthesis_mushra,headphones,29,male,357725,f8_a,C4,38,32596,
masterthesis_mushra,headphones,29,male,357725,m2_a,C4,46,31594,
masterthesis_mushra,headphones,29,male,357725,m2_a,C2,41,31594,
masterthesis_mushra,headphones,29,male,357725,m2_a,reference,100,31594,
masterthesis_mushra,headphones,29,male,357725,m2_a,C1,92,31594,
masterthesis_mushra,headphones,29,male,357725,m2_a,C3,47,31594,
masterthesis_mushra,headphones,29,male,357725,f4_o,C2,47,48015,
masterthesis_mushra,headphones,29,male,357725,f4_o,C1,47,48015,
masterthesis_mushra,headphones,29,male,357725,f4_o,C4,37,48015,
masterthesis_mushra,headphones,29,male,357725,f4_o,reference,100,48015,
masterthesis_mushra,headphones,29,male,357725,f4_o,C3,51,48015,
masterthesis_mushra,headphones,27,male,415392,example_f4_o,C4,81,87646,
masterthesis_mushra,headphones,27,male,415392,example_f4_o,C1,70,87646,
masterthesis_mushra,headphones,27,male,415392,example_f4_o,C3,49,87646,
masterthesis_mushra,headphones,27,male,415392,example_f4_o,reference,80,87646,
masterthesis_mushra,headphones,27,male,415392,example_f4_o,C2,19,87646,
masterthesis_mushra,headphones,27,male,415392,example_m8_i,C3,100,56136,
masterthesis_mushra,headphones,27,male,415392,example_m8_i,C2,100,56136,
masterthesis_mushra,headphones,27,male,415392,example_m8_i,reference,100,56136,
masterthesis_mushra,headphones,27,male,415392,example_m8_i,C4,100,56136,
masterthesis_mushra,headphones,27,male,415392,example_m8_i,C1,100,56136,
masterthesis_mushra,headphones,27,male,415392,example_f1_i,C4,100,73707,
masterthesis_mushra,headphones,27,male,415392,example_f1_i,reference,100,73707,
masterthesis_mushra,headphones,27,male,415392,example_f1_i,C3,100,73707,
masterthesis_mushra,headphones,27,male,415392,example_f1_i,C2,100,73707,
masterthesis_mushra,headphones,27,male,415392,example_f1_i,C1,100,73707,
masterthesis_mushra,headphones,27,male,415392,example_m2_a,C1,100,22853,
masterthesis_mushra,headphones,27,male,415392,example_m2_a,C2,100,22853,
masterthesis_mushra,headphones,27,male,415392,example_m2_a,C3,100,22853,
masterthesis_mushra,headphones,27,male,415392,example_m2_a,reference,100,22853,
masterthesis_mushra,headphones,27,male,415392,example_m2_a,C4,100,22853,
masterthesis_mushra,headphones,27,male,415392,m5_i,C2,27,74797,
masterthesis_mushra,headphones,27,male,415392,m5_i,C1,42,74797,
masterthesis_mushra,headphones,27,male,415392,m5_i,C4,41,74797,
masterthesis_mushra,headphones,27,male,415392,m5_i,reference,85,74797,
masterthesis_mushra,headphones,27,male,415392,m5_i,C3,28,74797,
masterthesis_mushra,headphones,27,male,415392,m8_o,C4,73,63445,
masterthesis_mushra,headphones,27,male,415392,m8_o,C2,69,63445,
masterthesis_mushra,headphones,27,male,415392,m8_o,C1,88,63445,
masterthesis_mushra,headphones,27,male,415392,m8_o,reference,94,63445,
masterthesis_mushra,headphones,27,male,415392,m8_o,C3,39,63445,
masterthesis_mushra,headphones,27,male,415392,f6_i,C2,60,78020,
masterthesis_mushra,headphones,27,male,415392,f6_i,C3,41,78020,
masterthesis_mushra,headphones,27,male,415392,f6_i,C4,20,78020,
masterthesis_mushra,headphones,27,male,415392,f6_i,C1,48,78020,
masterthesis_mushra,headphones,27,male,415392,f6_i,reference,90,78020,
masterthesis_mushra,headphones,27,male,415392,f1_i,C1,63,194751,
masterthesis_mushra,headphones,27,male,415392,f1_i,C4,45,194751,
masterthesis_mushra,headphones,27,male,415392,f1_i,C3,59,194751,
masterthesis_mushra,headphones,27,male,415392,f1_i,reference,82,194751,
masterthesis_mushra,headphones,27,male,415392,f1_i,C2,35,194751,
masterthesis_mushra,headphones,27,male,415392,f1_a,C1,60,43306,
masterthesis_mushra,headphones,27,male,415392,f1_a,C2,51,43306,
masterthesis_mushra,headphones,27,male,415392,f1_a,C4,75,43306,
masterthesis_mushra,headphones,27,male,415392,f1_a,C3,42,43306,
masterthesis_mushra,headphones,27,male,415392,f1_a,reference,100,43306,
masterthesis_mushra,headphones,27,male,415392,m2_a,C3,59,52687,
masterthesis_mushra,headphones,27,male,415392,m2_a,C4,43,52687,
masterthesis_mushra,headphones,27,male,415392,m2_a,C1,71,52687,
masterthesis_mushra,headphones,27,male,415392,m2_a,C2,47,52687,
